66.249.66.92 - - [18/Feb/2022:02:27:26 -0800] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
82.80.249.137 - - [18/Feb/2022:16:04:23 -0800] "GET /self.logs/access.log.2021-01-02.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:23 -0800] "GET /self.logs/access.log.2021-01-03.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:23 -0800] "GET /self.logs/access.log.2021-01-04.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:23 -0800] "GET /self.logs/access.log.2021-01-02.gz HTTP/1.1" 200 55792 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:23 -0800] "GET /self.logs/access.log.2021-01-05.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:23 -0800] "GET /self.logs/access.log.2021-01-03.gz HTTP/1.1" 200 25843 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-04.gz HTTP/1.1" 200 22922 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-05.gz HTTP/1.1" 200 21473 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-06.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-07.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-09.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-08.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-06.gz HTTP/1.1" 200 24846 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-07.gz HTTP/1.1" 200 18125 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-09.gz HTTP/1.1" 200 28404 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:24 -0800] "GET /self.logs/access.log.2021-01-08.gz HTTP/1.1" 200 20236 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-11.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-12.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-10.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-13.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-11.gz HTTP/1.1" 200 38354 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-12.gz HTTP/1.1" 200 33871 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-10.gz HTTP/1.1" 200 25671 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:16:04:25 -0800] "GET /self.logs/access.log.2021-01-13.gz HTTP/1.1" 200 25632 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-14.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-15.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-16.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-14.gz HTTP/1.1" 200 32405 "http://secrepo.com/self.logs/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-15.gz HTTP/1.1" 200 47505 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-16.gz HTTP/1.1" 200 23251 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-18.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-17.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-19.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-20.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-18.gz HTTP/1.1" 200 20229 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:26 -0800] "GET /self.logs/access.log.2021-01-17.gz HTTP/1.1" 200 33753 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-19.gz HTTP/1.1" 200 27696 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-20.gz HTTP/1.1" 200 19570 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-21.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-21.gz HTTP/1.1" 200 22395 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-22.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-23.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-24.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-22.gz HTTP/1.1" 200 24207 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-23.gz HTTP/1.1" 200 20247 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0" 
82.80.249.137 - - [18/Feb/2022:16:04:27 -0800] "GET /self.logs/access.log.2021-01-24.gz HTTP/1.1" 200 25817 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-25.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-26.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-27.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-28.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-25.gz HTTP/1.1" 200 20107 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-26.gz HTTP/1.1" 200 24327 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-27.gz HTTP/1.1" 200 20431 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:28 -0800] "GET /self.logs/access.log.2021-01-28.gz HTTP/1.1" 200 17021 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-01-30.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-01-29.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-01-31.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-02-01.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-01-30.gz HTTP/1.1" 200 23478 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-01-29.gz HTTP/1.1" 200 17642 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-01-31.gz HTTP/1.1" 200 30059 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
82.80.249.137 - - [18/Feb/2022:16:04:29 -0800] "GET /self.logs/access.log.2021-02-01.gz HTTP/1.1" 200 42182 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:30 -0800] "GET /self.logs/access.log.2021-02-02.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:30 -0800] "GET /self.logs/access.log.2021-02-03.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:30 -0800] "GET /self.logs/access.log.2021-02-02.gz HTTP/1.1" 200 29786 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:30 -0800] "GET /self.logs/access.log.2021-02-03.gz HTTP/1.1" 200 37967 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-04.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-06.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-07.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-05.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-04.gz HTTP/1.1" 200 25203 "http://secrepo.com/self.logs/" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-06.gz HTTP/1.1" 200 32019 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-05.gz HTTP/1.1" 200 18936 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-07.gz HTTP/1.1" 200 27679 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-09.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.68 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-08.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-10.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:31 -0800] "GET /self.logs/access.log.2021-02-11.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-08.gz HTTP/1.1" 200 24724 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-09.gz HTTP/1.1" 200 33338 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.68 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-10.gz HTTP/1.1" 200 17389 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-11.gz HTTP/1.1" 200 20951 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-13.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-12.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-14.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-15.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 5.1; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-13.gz HTTP/1.1" 200 19424 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-12.gz HTTP/1.1" 200 24032 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-14.gz HTTP/1.1" 200 25500 "http://secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:04:32 -0800] "GET /self.logs/access.log.2021-02-15.gz HTTP/1.1" 200 18981 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 5.1; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:04:33 -0800] "GET /self.logs/access.log.2021-02-16.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:33 -0800] "GET /self.logs/access.log.2021-02-17.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/6.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:04:33 -0800] "GET /self.logs/access.log.2021-02-18.gz HTTP/1.1" 301 487 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:04:33 -0800] "GET /self.logs/access.log.2021-02-16.gz HTTP/1.1" 200 24296 "http://secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:04:33 -0800] "GET /self.logs/access.log.2021-02-17.gz HTTP/1.1" 200 40883 "http://secrepo.com/self.logs/" "Mozilla/6.0 (compatible)" 
