182.131.31.33 - - [01/Jun/2023:02:38:32 -0700] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)" 
66.249.66.66 - - [01/Jun/2023:08:27:32 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.66.11 - - [01/Jun/2023:08:27:32 -0700] "HEAD /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 424 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
52.74.240.187 - - [01/Jun/2023:08:28:18 -0700] "GET /self.logs/access.log.2023-04-27.gz HTTP/1.1" 200 12516 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
161.38.216.62 - - [01/Jun/2023:08:29:08 -0700] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1651 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
161.38.216.62 - - [01/Jun/2023:08:30:28 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
161.38.216.62 - - [01/Jun/2023:08:30:35 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
161.38.216.62 - - [01/Jun/2023:08:30:39 -0700] "GET /Datasets%20Description/Network/files.html HTTP/1.1" 200 1509 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
13.250.246.6 - - [01/Jun/2023:08:31:21 -0700] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
13.228.247.96 - - [01/Jun/2023:08:35:02 -0700] "GET /self.logs/access.log.2020-12-01.gz HTTP/1.1" 200 13055 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
223.198.135.231 - - [01/Jun/2023:08:35:57 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57" 
14.29.128.103 - - [01/Jun/2023:08:37:25 -0700] "GET /css/album.css HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
13.213.130.14 - - [01/Jun/2023:08:37:40 -0700] "GET /self.logs/access.log.2017-10-06.gz HTTP/1.1" 200 33414 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
40.77.167.252 - - [01/Jun/2023:08:37:48 -0700] "GET /self.logs/2016/error.log.2016-08-07.gz HTTP/1.1" 200 1917 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
198.102.151.242 - - [01/Jun/2023:08:42:17 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0" 
198.102.151.242 - - [01/Jun/2023:08:42:17 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0" 
198.102.151.242 - - [01/Jun/2023:08:42:18 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0" 
198.102.151.242 - - [01/Jun/2023:08:42:18 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0" 
198.102.151.242 - - [01/Jun/2023:08:42:18 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0" 
52.220.116.108 - - [01/Jun/2023:08:44:22 -0700] "GET /self.logs/access.log.2018-10-27.gz HTTP/1.1" 200 20607 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
18.142.24.243 - - [01/Jun/2023:08:47:03 -0700] "GET /self.logs/access.log.2023-04-27.gz HTTP/1.1" 200 12516 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
18.140.142.204 - - [01/Jun/2023:08:50:09 -0700] "GET /self.logs/access.log.2019-01-18.gz HTTP/1.1" 200 47887 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
123.125.109.42 - - [01/Jun/2023:08:51:24 -0700] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
3.0.253.164 - - [01/Jun/2023:08:53:18 -0700] "GET /self.logs/access.log.2018-10-26.gz HTTP/1.1" 200 41380 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
104.154.113.37 - - [01/Jun/2023:08:56:27 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 676 "-" "Python-urllib/3.10" 
52.77.167.68 - - [01/Jun/2023:08:56:36 -0700] "GET /self.logs/access.log.2018-11-16.gz HTTP/1.1" 200 31064 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
170.245.159.135 - - [01/Jun/2023:08:57:24 -0700] "GET /maccdc2012 HTTP/1.1" 301 528 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.152.47.133 - - [01/Jun/2023:08:57:25 -0700] "GET /maccdc2012/ HTTP/1.1" 301 460 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
170.245.159.135 - - [01/Jun/2023:08:57:25 -0700] "GET /maccdc2012/ HTTP/1.1" 200 826 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.51.73.234 - - [01/Jun/2023:08:57:25 -0700] "GET / HTTP/1.1" 301 438 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
216.254.140.6 - - [01/Jun/2023:08:57:25 -0700] "GET / HTTP/1.1" 200 13149 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
216.254.140.6 - - [01/Jun/2023:08:57:26 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27879 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
216.254.140.6 - - [01/Jun/2023:08:57:26 -0700] "GET /css/style.css HTTP/1.1" 404 291 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
119.153.112.133 - - [01/Jun/2023:08:57:26 -0700] "GET /maccdc2012/ HTTP/1.1" 200 826 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
216.254.140.6 - - [01/Jun/2023:08:57:26 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7519 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.152.47.133 - - [01/Jun/2023:08:57:26 -0700] "GET /maccdc2012/ HTTP/1.1" 200 826 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
74.125.215.76 - - [01/Jun/2023:08:57:27 -0700] "GET /maccdc2012 HTTP/1.1" 301 495 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
66.102.6.248 - - [01/Jun/2023:08:57:27 -0700] "GET /maccdc2012 HTTP/1.1" 301 565 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.51.73.234 - - [01/Jun/2023:08:57:27 -0700] "GET / HTTP/1.1" 200 13149 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
66.102.6.248 - - [01/Jun/2023:08:57:27 -0700] "GET /maccdc2012/ HTTP/1.1" 200 840 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.51.73.234 - - [01/Jun/2023:08:57:28 -0700] "GET /css/style.css HTTP/1.1" 404 291 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.51.73.234 - - [01/Jun/2023:08:57:29 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27879 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
202.51.73.234 - - [01/Jun/2023:08:57:29 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7519 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
18.143.224.170 - - [01/Jun/2023:08:59:31 -0700] "GET /self.logs/2016/error.log.2016-11-12.gz HTTP/1.1" 200 772 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
13.213.171.93 - - [01/Jun/2023:09:02:38 -0700] "GET /self.logs/access.log.2018-06-05.gz HTTP/1.1" 200 20894 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
54.251.225.214 - - [01/Jun/2023:09:05:54 -0700] "GET /self.logs/2016/access.log.2016-10-23.gz HTTP/1.1" 200 9037 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:08:42 -0700] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.139.16.129 - - [01/Jun/2023:09:08:56 -0700] "GET /self.logs/access.log.2017-12-31.gz HTTP/1.1" 200 18770 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
13.215.17.195 - - [01/Jun/2023:09:12:11 -0700] "GET /self.logs/access.log.2020-05-08.gz HTTP/1.1" 200 10681 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:15:07 -0700] "GET /Datasets%20Description/HTML_Bro_log_3/ssl.html HTTP/1.1" 200 5706 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.141.108.39 - - [01/Jun/2023:09:15:17 -0700] "GET /self.logs/2016/access.log.2016-04-29.gz HTTP/1.1" 200 7735 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:16:11 -0700] "GET /self.logs/2015/access.log.2015-02-24.gz HTTP/1.1" 200 4673 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:16:15 -0700] "GET /self.logs/2015/access.log.2015-02-28.gz HTTP/1.1" 200 3000 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:16:21 -0700] "GET /self.logs/2015/access.log.2015-04-01.gz HTTP/1.1" 200 4872 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:16:30 -0700] "GET /self.logs/2015/access.log.2015-05-17.gz HTTP/1.1" 200 4124 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:16:47 -0700] "GET /self.logs/2015/error.log.2015-05-17.gz HTTP/1.1" 200 805 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:17:05 -0700] "GET /self.logs/2015/error.log.2015-10-31.gz HTTP/1.1" 200 1032 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
40.77.167.146 - - [01/Jun/2023:09:17:14 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
216.244.66.245 - - [01/Jun/2023:09:17:22 -0700] "GET /self.logs/2016/access.log.2016-04-02.gz HTTP/1.1" 200 19996 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:17:38 -0700] "GET /self.logs/2016/access.log.2016-06-18.gz HTTP/1.1" 200 7991 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:17:53 -0700] "GET /self.logs/2016/error.log.2016-02-01.gz HTTP/1.1" 200 833 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:18:06 -0700] "GET /self.logs/2016/error.log.2016-02-15.gz HTTP/1.1" 200 780 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:18:18 -0700] "GET /self.logs/2016/error.log.2016-07-09.gz HTTP/1.1" 200 1084 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.141.123.140 - - [01/Jun/2023:09:18:20 -0700] "GET /self.logs/2016/access.log.2016-05-07.gz HTTP/1.1" 200 8319 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:18:28 -0700] "GET /self.logs/access.log.2017-01-24.gz HTTP/1.1" 200 17069 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:18:38 -0700] "GET /self.logs/access.log.2017-04-03.gz HTTP/1.1" 200 33844 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:18:47 -0700] "GET /self.logs/access.log.2017-10-07.gz HTTP/1.1" 200 26478 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:18:55 -0700] "GET /self.logs/access.log.2018-02-07.gz HTTP/1.1" 200 29406 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:19:01 -0700] "GET /self.logs/access.log.2018-02-17.gz HTTP/1.1" 200 15171 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:19:32 -0700] "GET /self.logs/access.log.2018-06-11.gz HTTP/1.1" 200 21303 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:19:42 -0700] "GET /self.logs/access.log.2018-11-10.gz HTTP/1.1" 200 20733 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:19:51 -0700] "GET /self.logs/access.log.2019-02-06.gz HTTP/1.1" 200 22358 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:19:59 -0700] "GET /self.logs/access.log.2019-03-05.gz HTTP/1.1" 200 18495 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:20:08 -0700] "GET /self.logs/access.log.2019-06-24.gz HTTP/1.1" 200 32322 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:20:14 -0700] "GET /self.logs/access.log.2019-06-29.gz HTTP/1.1" 200 53290 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:20:54 -0700] "GET /self.logs/access.log.2019-07-02.gz HTTP/1.1" 200 29180 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.140.96.26 - - [01/Jun/2023:09:21:23 -0700] "GET /self.logs/2016/error.log.2016-08-28.gz HTTP/1.1" 200 692 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:21:24 -0700] "GET /self.logs/access.log.2019-09-07.gz HTTP/1.1" 200 15735 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:21:52 -0700] "GET /self.logs/access.log.2019-09-25.gz HTTP/1.1" 200 17900 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:22:20 -0700] "GET /self.logs/access.log.2019-10-21.gz HTTP/1.1" 200 26399 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:22:47 -0700] "GET /self.logs/access.log.2020-09-22.gz HTTP/1.1" 200 12292 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:23:12 -0700] "GET /self.logs/access.log.2020-11-10.gz HTTP/1.1" 200 17593 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:23:37 -0700] "GET /self.logs/access.log.2021-03-18.gz HTTP/1.1" 200 18645 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:24:28 -0700] "GET /self.logs/access.log.2021-05-23.gz HTTP/1.1" 200 26203 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.138.164.234 - - [01/Jun/2023:09:24:50 -0700] "GET /self.logs/access.log.2018-10-20.gz HTTP/1.1" 200 19157 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:25:00 -0700] "GET /self.logs/access.log.2021-05-28.gz HTTP/1.1" 200 17173 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:25:57 -0700] "GET /self.logs/access.log.2021-08-11.gz HTTP/1.1" 200 17872 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:26:30 -0700] "GET /self.logs/access.log.2021-10-19.gz HTTP/1.1" 200 13958 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:27:01 -0700] "GET /self.logs/access.log.2022-01-31.gz HTTP/1.1" 200 12114 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
54.151.234.118 - - [01/Jun/2023:09:27:37 -0700] "GET /self.logs/2016/access.log.2016-05-08.gz HTTP/1.1" 200 21434 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:09:27:46 -0700] "GET /self.logs/access.log.2022-03-06.gz HTTP/1.1" 200 13807 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
213.207.159.240 - - [01/Jun/2023:09:27:50 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" 
213.207.159.240 - - [01/Jun/2023:09:27:50 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" 
213.207.159.240 - - [01/Jun/2023:09:27:50 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" 
213.207.159.240 - - [01/Jun/2023:09:27:50 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" 
213.207.159.240 - - [01/Jun/2023:09:27:52 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" 
216.244.66.245 - - [01/Jun/2023:09:28:37 -0700] "GET /self.logs/access.log.2022-05-16.gz HTTP/1.1" 200 11792 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:29:09 -0700] "GET /self.logs/access.log.2017-03-18.gz HTTP/1.1" 200 10539 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:29:37 -0700] "GET /self.logs/access.log.2022-05-17.gz HTTP/1.1" 200 11003 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:30:10 -0700] "GET /self.logs/error.log.2017-08-18.gz HTTP/1.1" 200 872 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:09:30:37 -0700] "GET /self.logs/error.log.2017-11-29.gz HTTP/1.1" 200 1733 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
