54.197.16.86 - - [19/Oct/2023:01:52:37 -0700] "GET / HTTP/1.1" 200 13143 "-" "Mozilla/5.0 (compatible; startmebot/1.0; +https://start.me/bot)" 
212.30.37.189 - - [19/Oct/2023:06:16:35 -0700] "HEAD /backup/latest.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:06:16:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:06:16:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
85.203.47.116 - - [19/Oct/2023:06:17:19 -0700] "HEAD /back/public_html.gz HTTP/1.1" 301 186 "-" "-" 
85.203.47.175 - - [19/Oct/2023:06:17:19 -0700] "HEAD /back/public_html.gz HTTP/1.1" 404 265 "-" "-" 
212.30.37.208 - - [19/Oct/2023:06:17:21 -0700] "HEAD /restore/config.json HTTP/1.1" 301 186 "-" "-" 
212.30.37.200 - - [19/Oct/2023:06:17:22 -0700] "HEAD /restore/config.json HTTP/1.1" 404 265 "-" "-" 
157.97.122.33 - - [19/Oct/2023:06:18:25 -0700] "HEAD /backups/latest.zip HTTP/1.1" 301 185 "-" "-" 
157.97.122.33 - - [19/Oct/2023:06:18:25 -0700] "HEAD /backups/latest.zip HTTP/1.1" 404 265 "-" "-" 
98.159.226.241 - - [19/Oct/2023:06:23:16 -0700] "HEAD /old/public_html.tar.gz HTTP/1.1" 301 189 "-" "-" 
98.159.226.245 - - [19/Oct/2023:06:23:17 -0700] "HEAD /old/public_html.tar.gz HTTP/1.1" 404 265 "-" "-" 
88.216.39.12 - - [19/Oct/2023:06:24:44 -0700] "HEAD /old/directory.gz HTTP/1.1" 301 183 "-" "-" 
88.216.39.11 - - [19/Oct/2023:06:24:45 -0700] "HEAD /old/directory.gz HTTP/1.1" 404 265 "-" "-" 
212.30.37.196 - - [19/Oct/2023:06:25:54 -0700] "HEAD /back/Archive.zip HTTP/1.1" 301 183 "-" "-" 
212.30.37.182 - - [19/Oct/2023:06:25:54 -0700] "HEAD /back/Archive.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:06:26:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:06:26:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
85.203.44.31 - - [19/Oct/2023:06:29:50 -0700] "HEAD /.well-known.zip HTTP/1.1" 301 182 "-" "-" 
85.203.44.32 - - [19/Oct/2023:06:29:51 -0700] "HEAD /.well-known.zip HTTP/1.1" 404 265 "-" "-" 
85.203.44.140 - - [19/Oct/2023:06:30:28 -0700] "HEAD /bak/secrepo.com.sql HTTP/1.1" 301 186 "-" "-" 
85.203.44.107 - - [19/Oct/2023:06:30:28 -0700] "HEAD /bak/secrepo.com.sql HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:06:36:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:06:36:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
195.191.219.130 - - [19/Oct/2023:06:40:26 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.130 - - [19/Oct/2023:06:40:28 -0700] "GET / HTTP/1.1" 200 13108 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
45.128.199.57 - - [19/Oct/2023:06:43:48 -0700] "HEAD /bak/website.tar HTTP/1.1" 301 182 "-" "-" 
45.8.17.79 - - [19/Oct/2023:06:43:49 -0700] "HEAD /bak/website.tar HTTP/1.1" 404 265 "-" "-" 
84.32.71.100 - - [19/Oct/2023:06:44:53 -0700] "HEAD /.bash_history HTTP/1.1" 301 180 "-" "-" 
84.32.71.79 - - [19/Oct/2023:06:44:53 -0700] "HEAD /.bash_history HTTP/1.1" 404 265 "-" "-" 
212.30.37.198 - - [19/Oct/2023:06:45:34 -0700] "HEAD /old/backup.sql HTTP/1.1" 301 181 "-" "-" 
212.30.37.185 - - [19/Oct/2023:06:45:34 -0700] "HEAD /old/backup.sql HTTP/1.1" 404 265 "-" "-" 
194.32.120.115 - - [19/Oct/2023:06:45:58 -0700] "HEAD /backups/secrepo.com.tar.gz HTTP/1.1" 301 193 "-" "-" 
185.192.70.18 - - [19/Oct/2023:06:45:58 -0700] "HEAD /backups/secrepo.com.tar.gz HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:06:46:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:06:46:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
185.221.132.203 - - [19/Oct/2023:06:48:38 -0700] "HEAD /backups/www.rar HTTP/1.1" 301 182 "-" "-" 
185.221.132.204 - - [19/Oct/2023:06:48:38 -0700] "HEAD /backups/www.rar HTTP/1.1" 404 265 "-" "-" 
212.30.37.205 - - [19/Oct/2023:06:49:02 -0700] "HEAD /backups/backup.tar HTTP/1.1" 301 185 "-" "-" 
212.30.37.213 - - [19/Oct/2023:06:49:02 -0700] "HEAD /backups/backup.tar HTTP/1.1" 404 265 "-" "-" 
185.221.132.204 - - [19/Oct/2023:06:49:38 -0700] "HEAD /config.json HTTP/1.1" 301 178 "-" "-" 
185.221.132.204 - - [19/Oct/2023:06:49:38 -0700] "HEAD /config.json HTTP/1.1" 404 265 "-" "-" 
194.32.120.94 - - [19/Oct/2023:06:49:46 -0700] "HEAD /restore/website.tar HTTP/1.1" 301 186 "-" "-" 
194.32.120.107 - - [19/Oct/2023:06:49:46 -0700] "HEAD /restore/website.tar HTTP/1.1" 404 265 "-" "-" 
212.30.36.77 - - [19/Oct/2023:06:49:46 -0700] "HEAD /backup/backup.sql.tar HTTP/1.1" 301 188 "-" "-" 
212.30.36.74 - - [19/Oct/2023:06:49:47 -0700] "HEAD /backup/backup.sql.tar HTTP/1.1" 404 265 "-" "-" 
185.221.132.205 - - [19/Oct/2023:06:50:08 -0700] "HEAD /backups/directory.tar HTTP/1.1" 301 188 "-" "-" 
185.221.132.203 - - [19/Oct/2023:06:50:09 -0700] "HEAD /backups/directory.tar HTTP/1.1" 404 265 "-" "-" 
27.115.124.4 - - [19/Oct/2023:06:50:19 -0700] "GET / HTTP/1.1" 200 49133 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:52.59.12) Gecko/20160044 Firefox/52.59.12" 
27.115.124.96 - - [19/Oct/2023:06:50:55 -0700] "GET / HTTP/1.1" 200 13143 "https://www.sec-wiki.com/news?News_page=985" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36" 
3.92.209.166 - - [19/Oct/2023:06:51:40 -0700] "GET / HTTP/1.1" 200 13187 "-" "Iframely/1.3.1 (+https://iframely.com/docs/about) Atlassian" 
40.81.147.214 - - [19/Oct/2023:06:52:01 -0700] "GET /xmlrpc.php HTTP/1.1" 301 495 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0" 
40.81.147.214 - - [19/Oct/2023:06:52:01 -0700] "GET /xmlrpc.php HTTP/1.1" 429 476 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0" 
212.30.37.225 - - [19/Oct/2023:06:54:45 -0700] "HEAD /backup.tar HTTP/1.1" 301 177 "-" "-" 
212.30.37.170 - - [19/Oct/2023:06:54:46 -0700] "HEAD /backup.tar HTTP/1.1" 404 265 "-" "-" 
85.203.45.169 - - [19/Oct/2023:06:55:23 -0700] "HEAD /backups/www.tar HTTP/1.1" 301 182 "-" "-" 
85.203.45.139 - - [19/Oct/2023:06:55:23 -0700] "HEAD /backups/www.tar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:06:56:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:06:56:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
89.187.168.73 - - [19/Oct/2023:06:57:25 -0700] "HEAD /?url=https%3A//golem.com HTTP/1.1" 301 191 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.187 Safari/537.36" 
89.187.168.73 - - [19/Oct/2023:06:57:26 -0700] "HEAD /?url=https%3A//golem.com HTTP/1.1" 429 172 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.187 Safari/537.36" 
38.174.115.167 - - [19/Oct/2023:06:58:30 -0700] "GET /login.php?s=Admin/login HTTP/1.1" 404 328 "-" "python-requests/2.24.0" 
38.174.115.167 - - [19/Oct/2023:06:58:31 -0700] "GET /admin.php HTTP/1.1" 404 328 "-" "python-requests/2.24.0" 
45.13.191.27 - - [19/Oct/2023:06:59:58 -0700] "HEAD /backups/sql.sql HTTP/1.1" 301 182 "-" "-" 
45.13.191.56 - - [19/Oct/2023:06:59:59 -0700] "HEAD /backups/sql.sql HTTP/1.1" 404 265 "-" "-" 
212.30.36.57 - - [19/Oct/2023:07:00:23 -0700] "HEAD /backups/website.tar HTTP/1.1" 301 186 "-" "-" 
212.30.36.100 - - [19/Oct/2023:07:00:23 -0700] "HEAD /backups/website.tar HTTP/1.1" 404 265 "-" "-" 
194.32.120.138 - - [19/Oct/2023:07:00:39 -0700] "HEAD /restore/www.zip HTTP/1.1" 301 182 "-" "-" 
194.32.120.132 - - [19/Oct/2023:07:00:39 -0700] "HEAD /restore/www.zip HTTP/1.1" 404 265 "-" "-" 
194.32.120.107 - - [19/Oct/2023:07:01:13 -0700] "HEAD /bak/secrepo.com.zip HTTP/1.1" 301 186 "-" "-" 
194.32.120.105 - - [19/Oct/2023:07:01:13 -0700] "HEAD /bak/secrepo.com.zip HTTP/1.1" 404 265 "-" "-" 
66.249.64.106 - - [19/Oct/2023:07:01:19 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.70 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.107 - - [19/Oct/2023:07:01:30 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.149 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
194.32.120.116 - - [19/Oct/2023:07:02:04 -0700] "HEAD /bak/application.zip HTTP/1.1" 301 186 "-" "-" 
194.32.120.114 - - [19/Oct/2023:07:02:04 -0700] "HEAD /bak/application.zip HTTP/1.1" 404 265 "-" "-" 
45.8.17.205 - - [19/Oct/2023:07:04:16 -0700] "HEAD /backups/bak.zip HTTP/1.1" 301 182 "-" "-" 
84.32.71.55 - - [19/Oct/2023:07:04:16 -0700] "HEAD /bak/.well-known.zip HTTP/1.1" 301 186 "-" "-" 
45.8.17.67 - - [19/Oct/2023:07:04:16 -0700] "HEAD /backups/bak.zip HTTP/1.1" 404 265 "-" "-" 
84.32.71.89 - - [19/Oct/2023:07:04:16 -0700] "HEAD /bak/.well-known.zip HTTP/1.1" 404 265 "-" "-" 
194.32.120.117 - - [19/Oct/2023:07:04:18 -0700] "HEAD /back/public_html.tar.gz HTTP/1.1" 301 190 "-" "-" 
194.32.120.129 - - [19/Oct/2023:07:04:18 -0700] "HEAD /back/public_html.tar.gz HTTP/1.1" 404 265 "-" "-" 
66.249.64.108 - - [19/Oct/2023:07:06:20 -0700] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
212.30.37.173 - - [19/Oct/2023:07:06:36 -0700] "HEAD /backups/secrepo.com.sql HTTP/1.1" 301 190 "-" "-" 
212.30.37.222 - - [19/Oct/2023:07:06:36 -0700] "HEAD /backups/secrepo.com.sql HTTP/1.1" 404 265 "-" "-" 
45.13.191.10 - - [19/Oct/2023:07:06:39 -0700] "HEAD /old/www.sql HTTP/1.1" 301 178 "-" "-" 
45.13.191.35 - - [19/Oct/2023:07:06:39 -0700] "HEAD /old/www.sql HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:07:06:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:07:06:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
84.32.71.84 - - [19/Oct/2023:07:08:45 -0700] "HEAD /restore/wallet.dat HTTP/1.1" 301 185 "-" "-" 
84.32.71.66 - - [19/Oct/2023:07:08:45 -0700] "HEAD /restore/wallet.dat HTTP/1.1" 404 265 "-" "-" 
194.32.120.87 - - [19/Oct/2023:07:10:25 -0700] "HEAD /backup/wallet.dat HTTP/1.1" 301 184 "-" "-" 
194.32.120.105 - - [19/Oct/2023:07:10:25 -0700] "HEAD /backup/wallet.dat HTTP/1.1" 404 265 "-" "-" 
185.181.60.189 - - [19/Oct/2023:07:10:42 -0700] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54" 
185.181.60.189 - - [19/Oct/2023:07:10:42 -0700] "GET / HTTP/1.1" 200 13142 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54" 
170.83.179.68 - - [19/Oct/2023:07:13:13 -0700] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1651 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36" 
84.32.71.54 - - [19/Oct/2023:07:13:40 -0700] "HEAD /backup/backup.tar.gz HTTP/1.1" 301 187 "-" "-" 
84.32.71.92 - - [19/Oct/2023:07:13:42 -0700] "HEAD /backup/backup.tar.gz HTTP/1.1" 404 265 "-" "-" 
212.30.33.209 - - [19/Oct/2023:07:15:08 -0700] "HEAD /old/well-known.zip HTTP/1.1" 301 185 "-" "-" 
212.30.33.16 - - [19/Oct/2023:07:15:09 -0700] "HEAD /old/well-known.zip HTTP/1.1" 404 265 "-" "-" 
212.30.33.162 - - [19/Oct/2023:07:15:47 -0700] "HEAD /back/website.rar HTTP/1.1" 301 183 "-" "-" 
212.30.33.3 - - [19/Oct/2023:07:15:47 -0700] "HEAD /back/website.rar HTTP/1.1" 404 265 "-" "-" 
194.32.120.114 - - [19/Oct/2023:07:16:35 -0700] "HEAD /restore/public_html.tar HTTP/1.1" 301 190 "-" "-" 
194.32.120.109 - - [19/Oct/2023:07:16:35 -0700] "HEAD /restore/public_html.tar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:07:16:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:07:16:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
212.30.33.46 - - [19/Oct/2023:07:17:12 -0700] "HEAD /www.rar HTTP/1.1" 301 174 "-" "-" 
212.30.33.2 - - [19/Oct/2023:07:17:12 -0700] "HEAD /www.rar HTTP/1.1" 404 265 "-" "-" 
93.115.7.93 - - [19/Oct/2023:07:17:18 -0700] "HEAD /bak/index.zip HTTP/1.1" 301 180 "-" "-" 
93.115.7.94 - - [19/Oct/2023:07:17:18 -0700] "HEAD /bak/index.zip HTTP/1.1" 404 265 "-" "-" 
45.8.17.68 - - [19/Oct/2023:07:21:46 -0700] "HEAD /bak/backup.tar.gz HTTP/1.1" 301 184 "-" "-" 
45.8.17.80 - - [19/Oct/2023:07:21:46 -0700] "HEAD /bak/backup.tar.gz HTTP/1.1" 404 265 "-" "-" 
45.128.199.146 - - [19/Oct/2023:07:21:53 -0700] "HEAD /old/full_backup.zip HTTP/1.1" 301 186 "-" "-" 
45.128.199.57 - - [19/Oct/2023:07:21:53 -0700] "HEAD /old/full_backup.zip HTTP/1.1" 404 265 "-" "-" 
84.32.71.54 - - [19/Oct/2023:07:21:57 -0700] "HEAD /backup/directory.zip HTTP/1.1" 301 187 "-" "-" 
84.32.71.69 - - [19/Oct/2023:07:21:57 -0700] "HEAD /backup/directory.zip HTTP/1.1" 404 265 "-" "-" 
85.203.45.139 - - [19/Oct/2023:07:24:35 -0700] "HEAD /backups/index.zip HTTP/1.1" 301 184 "-" "-" 
85.203.45.139 - - [19/Oct/2023:07:24:35 -0700] "HEAD /backups/index.zip HTTP/1.1" 404 265 "-" "-" 
194.32.120.118 - - [19/Oct/2023:07:26:22 -0700] "HEAD /bak/credentials.txt HTTP/1.1" 301 186 "-" "-" 
194.32.120.124 - - [19/Oct/2023:07:26:22 -0700] "HEAD /bak/credentials.txt HTTP/1.1" 404 265 "-" "-" 
212.30.36.87 - - [19/Oct/2023:07:26:33 -0700] "HEAD /bak/bak.zip HTTP/1.1" 301 178 "-" "-" 
212.30.36.73 - - [19/Oct/2023:07:26:33 -0700] "HEAD /bak/bak.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:07:26:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:07:26:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
194.32.120.147 - - [19/Oct/2023:07:28:39 -0700] "HEAD /back/www.tar.gz HTTP/1.1" 301 182 "-" "-" 
194.32.120.140 - - [19/Oct/2023:07:28:39 -0700] "HEAD /back/www.tar.gz HTTP/1.1" 404 265 "-" "-" 
84.32.71.63 - - [19/Oct/2023:07:32:02 -0700] "HEAD /backup/public_html.gz HTTP/1.1" 301 188 "-" "-" 
84.32.71.87 - - [19/Oct/2023:07:32:02 -0700] "HEAD /backup/public_html.gz HTTP/1.1" 404 265 "-" "-" 
45.13.191.28 - - [19/Oct/2023:07:32:22 -0700] "HEAD /bak/backup.gz HTTP/1.1" 301 180 "-" "-" 
45.13.191.27 - - [19/Oct/2023:07:32:23 -0700] "HEAD /bak/backup.gz HTTP/1.1" 404 265 "-" "-" 
40.83.3.215 - - [19/Oct/2023:07:33:07 -0700] "HEAD / HTTP/1.1" 200 396 "-" "link-check/5.2.0" 
190.156.227.67 - - [19/Oct/2023:07:33:23 -0700] "GET /self.logs/ HTTP/1.1" 200 45914 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.46" 
190.156.227.67 - - [19/Oct/2023:07:33:31 -0700] "GET /favicon.ico HTTP/1.1" 200 368 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.46" 
45.8.17.143 - - [19/Oct/2023:07:33:32 -0700] "HEAD /backup/website.tar HTTP/1.1" 301 185 "-" "-" 
45.8.17.238 - - [19/Oct/2023:07:33:32 -0700] "HEAD /backup/website.tar HTTP/1.1" 404 265 "-" "-" 
190.156.227.67 - - [19/Oct/2023:07:33:55 -0700] "GET /self.logs/access.log.2017-01-01.gz HTTP/1.1" 200 17678 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.46" 
103.12.148.110 - - [19/Oct/2023:07:34:35 -0700] "GET //statics/images/ext/dir.gif HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.95 Safari/537.36" 
103.12.148.110 - - [19/Oct/2023:07:34:36 -0700] "GET //statics/images/msg_img/loading.gif HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.95 Safari/537.36" 
103.12.148.110 - - [19/Oct/2023:07:34:37 -0700] "GET //phpcms/modules/formguide/install/templates/show_js.html HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.95 Safari/537.36" 
107.20.105.74 - - [19/Oct/2023:07:36:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:07:36:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
191.101.126.112 - - [19/Oct/2023:07:38:26 -0700] "HEAD /back/bak.tar.gz HTTP/1.1" 301 182 "-" "-" 
191.101.126.92 - - [19/Oct/2023:07:38:26 -0700] "HEAD /back/bak.tar.gz HTTP/1.1" 404 265 "-" "-" 
196.244.192.45 - - [19/Oct/2023:07:39:22 -0700] "HEAD /backup/directory.rar HTTP/1.1" 301 187 "-" "-" 
196.244.192.45 - - [19/Oct/2023:07:39:22 -0700] "HEAD /backup/directory.rar HTTP/1.1" 404 265 "-" "-" 
88.216.39.16 - - [19/Oct/2023:07:39:58 -0700] "HEAD /old/.well-known.zip HTTP/1.1" 301 186 "-" "-" 
88.216.39.17 - - [19/Oct/2023:07:39:58 -0700] "HEAD /old/.well-known.zip HTTP/1.1" 404 265 "-" "-" 
191.101.126.94 - - [19/Oct/2023:07:40:56 -0700] "HEAD /bak/www.tar HTTP/1.1" 301 178 "-" "-" 
191.101.126.121 - - [19/Oct/2023:07:40:56 -0700] "HEAD /bak/www.tar HTTP/1.1" 404 265 "-" "-" 
185.192.70.153 - - [19/Oct/2023:07:42:02 -0700] "HEAD /bak/backup.sql.gz HTTP/1.1" 301 184 "-" "-" 
185.192.70.7 - - [19/Oct/2023:07:42:02 -0700] "HEAD /bak/backup.sql.gz HTTP/1.1" 404 265 "-" "-" 
64.225.51.116 - - [19/Oct/2023:07:43:20 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36" 
64.225.51.116 - - [19/Oct/2023:07:43:20 -0700] "GET / HTTP/1.1" 200 49133 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36" 
45.67.99.11 - - [19/Oct/2023:07:43:58 -0700] "HEAD /directory.zip HTTP/1.1" 301 180 "-" "-" 
45.67.99.13 - - [19/Oct/2023:07:43:59 -0700] "HEAD /directory.zip HTTP/1.1" 404 265 "-" "-" 
191.101.126.82 - - [19/Oct/2023:07:44:21 -0700] "HEAD /backup/www.sql HTTP/1.1" 301 181 "-" "-" 
191.101.126.86 - - [19/Oct/2023:07:44:21 -0700] "HEAD /backup/www.sql HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:07:46:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:07:46:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
191.101.126.113 - - [19/Oct/2023:07:48:29 -0700] "HEAD /old/.bash_history HTTP/1.1" 301 184 "-" "-" 
45.86.202.215 - - [19/Oct/2023:07:48:30 -0700] "HEAD /old/.bash_history HTTP/1.1" 404 265 "-" "-" 
196.244.192.46 - - [19/Oct/2023:07:49:55 -0700] "HEAD /bak/directory.tar.gz HTTP/1.1" 301 187 "-" "-" 
196.244.192.45 - - [19/Oct/2023:07:49:55 -0700] "HEAD /bak/directory.tar.gz HTTP/1.1" 404 265 "-" "-" 
88.216.39.17 - - [19/Oct/2023:07:50:34 -0700] "HEAD /bak/latest.zip HTTP/1.1" 301 181 "-" "-" 
88.216.39.17 - - [19/Oct/2023:07:50:34 -0700] "HEAD /bak/latest.zip HTTP/1.1" 404 265 "-" "-" 
185.192.70.136 - - [19/Oct/2023:07:51:29 -0700] "HEAD /bak/directory.zip HTTP/1.1" 301 184 "-" "-" 
185.192.70.162 - - [19/Oct/2023:07:51:29 -0700] "HEAD /bak/directory.zip HTTP/1.1" 404 265 "-" "-" 
191.101.126.97 - - [19/Oct/2023:07:52:59 -0700] "HEAD /old/bak.rar HTTP/1.1" 301 178 "-" "-" 
191.101.126.118 - - [19/Oct/2023:07:52:59 -0700] "HEAD /old/bak.rar HTTP/1.1" 404 265 "-" "-" 
49.7.21.72 - - [19/Oct/2023:07:54:30 -0700] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
88.216.39.29 - - [19/Oct/2023:07:54:40 -0700] "HEAD /back/.well-known.zip HTTP/1.1" 301 187 "-" "-" 
88.216.39.28 - - [19/Oct/2023:07:54:40 -0700] "HEAD /back/.well-known.zip HTTP/1.1" 404 265 "-" "-" 
44.195.61.143 - - [19/Oct/2023:07:55:13 -0700] "GET / HTTP/1.1" 200 13149 "https://www.google.com" "Not A;Brand\";v=\"99\", \"Chromium\";v=\"90\", \"Google Chrome\";v=\"90" 
44.195.61.143 - - [19/Oct/2023:07:55:13 -0700] "GET / HTTP/1.1" 200 13149 "https://www.google.com" "Not A;Brand\";v=\"99\", \"Chromium\";v=\"90\", \"Google Chrome\";v=\"90" 
88.216.39.16 - - [19/Oct/2023:07:56:19 -0700] "HEAD /directory.rar HTTP/1.1" 301 180 "-" "-" 
88.216.39.16 - - [19/Oct/2023:07:56:19 -0700] "HEAD /directory.rar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [19/Oct/2023:07:56:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [19/Oct/2023:07:56:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
212.30.36.35 - - [19/Oct/2023:07:56:57 -0700] "HEAD /back/full_backup.zip HTTP/1.1" 301 187 "-" "-" 
212.30.36.41 - - [19/Oct/2023:07:56:57 -0700] "HEAD /back/full_backup.zip HTTP/1.1" 404 265 "-" "-" 
85.203.15.108 - - [19/Oct/2023:07:59:47 -0700] "HEAD /restore/directory.gz HTTP/1.1" 301 187 "-" "-" 
85.203.15.38 - - [19/Oct/2023:07:59:47 -0700] "HEAD /restore/directory.gz HTTP/1.1" 404 265 "-" "-" 
